year,maker,vehicle_category,total
2024,GREAVES ELECTRIC MOBILITY PVT LTD,TWO WHEELER,35059
2024,GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),TWO WHEELER,136
2024,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),TWO WHEELER,14
2024,HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),TWO WHEELER,246
2024,H-D MOTOR COMPANY INDIA PVT LTD,TWO WHEELER,3
2024,HERO ELECTRIC VEHICLE PVT LTD,TWO WHEELER,1
2024,HERO ELECTRIC VEHICLES PVT. LTD,TWO WHEELER,2916
2024,HERO HONDA MOTORS LTD,TWO WHEELER,69
2024,HERO MOTOCORP LTD,TWO WHEELER,5494904
2024,HOMFEEL VEGH AUTOMOBILES PVT LTD,TWO WHEELER,8
2024,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,TWO WHEELER,4801238
2024,HONGKONG WANGYUAN (IMPORTER:POWERTRANS MOBILITY),TWO WHEELER,1
2024,HONGKONG YIXING (IMPORTER: ADMS MARKETING),TWO WHEELER,318
2024,HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),TWO WHEELER,4
2024,HOP ELECTRIC MOBILITY PVT LTD,TWO WHEELER,355
2024,HOUSTAN INNOVATION LLP,TWO WHEELER,5
2024,HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),TWO WHEELER,1
2024,IDEAL JAWA INDIA PVT LTD,TWO WHEELER,2
2024,IGOWISE MOBILITY PVT LTD,TWO WHEELER,9
2024,INDIA KAWASAKI MOTORS PVT LTD,TWO WHEELER,3727
2024,INDIA YAMAHA MOTOR PVT LTD,TWO WHEELER,661054
2024,IRA EDUTECH PVT LTD,TWO WHEELER,11
2024,IVOOMI INNOVATION PVT LTD,TWO WHEELER,1115
2024,IZANAU ELECTRIC LLP,TWO WHEELER,24
2024,JEEVAA E-BIKE MFG PVT LTD,TWO WHEELER,5
2024,JIANGSU AIMA (IMPORTER: FUTURE EV),TWO WHEELER,55
2024,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),TWO WHEELER,16
2024,JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),TWO WHEELER,4
2024,JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),TWO WHEELER,10
2024,JIANGSU DALONG (IMPORTER: SABOO TOR),TWO WHEELER,33
2024,JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),TWO WHEELER,12
2024,JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),TWO WHEELER,1
2024,JIANGSU GUOWEI (IMPORTER:ELECTRO-TECH),TWO WHEELER,7
2024,JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),TWO WHEELER,20
2024,JIANGSU JINPENG (IMPORTER:RAFT MOTORS P. LTD),TWO WHEELER,36
2024,JIANGSU SUNHOU (IMPORTER: SABOO TOR),TWO WHEELER,5
2024,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),TWO WHEELER,13
2024,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),TWO WHEELER,2
2024,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),TWO WHEELER,147
2024,JITENDRA NEW EV-TECH PVT. LTD,TWO WHEELER,932
2024,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),TWO WHEELER,60
2024,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),TWO WHEELER,144
2024,JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),TWO WHEELER,100
2024,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),TWO WHEELER,31
2024,KABIRA MOBILITY LLP,TWO WHEELER,33
2024,KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),TWO WHEELER,141
2024,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),TWO WHEELER,19
2024,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),TWO WHEELER,19
2024,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),TWO WHEELER,22
2024,KAINING (HONGKONG) (IMPORTER:RAILIES MOTO),TWO WHEELER,5
2024,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),TWO WHEELER,2
2024,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),TWO WHEELER,5
2024,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,TWO WHEELER,11460
2024,KLB KOMAKI PVT LTD,TWO WHEELER,3570
2024,KTM MOTORRAD AG,TWO WHEELER,2
2024,KYTE ENERGY PVT. LTD.,TWO WHEELER,408
2024,LECTRIX E VEHICLES PVT LTD,TWO WHEELER,5255
2024,LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),TWO WHEELER,2
2024,LORDS AUTOMATIVE PVT LTD,TWO WHEELER,4
2024,MAC INTERNATIONAL (IMPORTER:HONESTY),TWO WHEELER,1
2024,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),TWO WHEELER,45
2024,MAC INTERNATIONAL (IMPORTER: SUNDAK SOLAR),TWO WHEELER,1
2024,MAHINDRA ELECTRIC MOBILITY LIMITED,TWO WHEELER,1
2024,MAHINDRA & MAHINDRA LIMITED,TWO WHEELER,5
2024,MARUTHISAN PVT LTD,TWO WHEELER,143
2024,MARUTI SUZUKI INDIA LTD,TWO WHEELER,10
2024,MATTER MOTOR WORKS PVT LTD,TWO WHEELER,24
2024,MAULIRAJ INDUSTRIES LLP,TWO WHEELER,1
2024,MECPOWER MOBILITY PVT. LTD.,TWO WHEELER,240
2024,MERCURY EV TECH LTD,TWO WHEELER,2
2024,MEW ELECTRICALS LIMITED,TWO WHEELER,7
2024,MICROAUTOTECH PVT. LTD.,TWO WHEELER,3
2024,MIRAKLE 5 AUTOMOBILES PVT LTD,TWO WHEELER,17
2024,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),TWO WHEELER,31
2024,MOTOVOLT MOBILITY PVT LTD,TWO WHEELER,310
2024,NANJING VMOTO (IMPORTER: FORTUNEV),TWO WHEELER,1
2024,NDS ECO MOTORS PVT LTD,TWO WHEELER,13
2024,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),TWO WHEELER,143
2024,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),TWO WHEELER,46
2024,NISIKI TECHNOLOGIES PVT LTD,TWO WHEELER,28
2024,NUMEROS MOTORS PVT LTD,TWO WHEELER,282
2024,OBEN ELECTRIC VEHICLES PVT LTD,TWO WHEELER,634
2024,ODYSSE ELECTRIC VEHICLES PVT LTD,TWO WHEELER,1534
2024,OKAYA EV PVT LTD,TWO WHEELER,6104
2024,OKINAWA AUTOTECH PVT LTD,TWO WHEELER,4855
2024,OLA ELECTRIC TECHNOLOGIES PVT LTD,TWO WHEELER,407692
2024,OMJAY EV LIMITED,TWO WHEELER,14
2024,OTHERS,TWO WHEELER,270
2024,OZOTEC AUTOMOBILE PRIVATE LIMITED,TWO WHEELER,103
2024,PIAGGIO VEHICLES PVT LTD,TWO WHEELER,34821
2024,POLARIS INDIA PVT LTD,TWO WHEELER,16
2024,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),TWO WHEELER,106
2024,PORWAL ELECTRIC,TWO WHEELER,6
2024,PUR ENERGY PVT LTD,TWO WHEELER,5539
2024,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),TWO WHEELER,684
2024,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),TWO WHEELER,28
2024,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),TWO WHEELER,28
2024,QUANTUM ENERGY LTD.,TWO WHEELER,5612
2024,REGENERATION E BIKES,TWO WHEELER,9
2024,REVOLT INTELLICORP PVT LTD,TWO WHEELER,9955
2024,RGM BUSINESS PLUS PVT LTD,TWO WHEELER,248
2024,RIVER MOBILITY PVT LTD,TWO WHEELER,2515
2024,ROWWET MOBILITY PVT LTD,TWO WHEELER,331
2024,ROYAL AUTOMOBILES,TWO WHEELER,1
2024,ROYAL-ENFIELD (UNIT OF EICHER LTD),TWO WHEELER,816793
2024,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,TWO WHEELER,7
2024,SBTEK E MOTO PVT LTD,TWO WHEELER,11
2024,SEEKA E MOTORS PVT LTD,TWO WHEELER,15
2024,SHEMA E- VEHCILE & SOLAR PVT LTD,TWO WHEELER,1568
2024,SIMPLEENERGY PVT LTD,TWO WHEELER,1419
2024,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),TWO WHEELER,8
2024,SMARDA INDUSTRY (IMPORTER: RHYNO),TWO WHEELER,4
2024,SOKUDO ELECTRIC INDIA PVT LTD,TWO WHEELER,418
2024,SRIVARU MOTORS PVT LTD,TWO WHEELER,3
2024,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),TWO WHEELER,1
2024,SUPERECO AUTOMOTIVE CO,TWO WHEELER,20
2024,SUPERTECH EV LIMITED,TWO WHEELER,1
2024,SUZUKI MOTORCYCLE INDIA PVT LTD,TWO WHEELER,957241
2024,TATA MOTORS PASSENGER VEHICLES LTD,TWO WHEELER,1
2024,THUKRAL ELECTRIC BIKES PVT LTD,TWO WHEELER,11
2024,TORK MOTORS PVT LTD,TWO WHEELER,943
2024,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,TWO WHEELER,1072
2024,TUNWAL E MOTORS PVT LTD,TWO WHEELER,16
2024,TVS MOTOR COMPANY LTD,TWO WHEELER,3249876
2024,TYST DRIVE INDIA PVT LTD,TWO WHEELER,6
2024,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,TWO WHEELER,408
2024,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),TWO WHEELER,3
2024,VINTAGE VEHICLES,TWO WHEELER,1
2024,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,TWO WHEELER,10923
2024,WARIVO MOTOR INDIA PVT LTD,TWO WHEELER,118
2024,WHITE CARBON MOTORS PVT LTD,TWO WHEELER,22
2024,WUXI DONGMA (IMPORTER: DYNAM PRECISION),TWO WHEELER,6
2024,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),TWO WHEELER,99
2024,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),TWO WHEELER,95
2024,WUXI NOOMA (IMPORTER: KKL HITECH EV),TWO WHEELER,1
2024,WUXI NOOMA (IMPORTER: SMARTNK ELECTRIC VEHICLE),TWO WHEELER,8
2024,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),TWO WHEELER,133
2024,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),TWO WHEELER,3
2024,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),TWO WHEELER,34
2024,WUXI SAIGE (IMPORTER: ELECTRO-TECH),TWO WHEELER,9
2024,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),TWO WHEELER,4
2024,WUXI SAIGE (IMPORTER: KKL HITECH EV),TWO WHEELER,3
2024,WUXI SAIGE (IMPORTER: NGAGE IMPEX),TWO WHEELER,16
2024,WUXI SAIGE (IMPORTER: WARIVO MOTOR),TWO WHEELER,332
2024,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),TWO WHEELER,26
2024,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),TWO WHEELER,74
2024,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),TWO WHEELER,52
2024,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),TWO WHEELER,6
2024,WUXI TENGHUI (IMPORTER: FEZORA INDIA),TWO WHEELER,21
2024,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),TWO WHEELER,211
2024,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),TWO WHEELER,31
2024,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),TWO WHEELER,198
2024,WUXI TENGHUI (IMPORTER: JAIDKA POWER),TWO WHEELER,26
2024,WUXI TENGHUI (IMPORTER: JOZHI SERVICES),TWO WHEELER,132
2024,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),TWO WHEELER,10
2024,WUXI TENGHUI (IMPORTER: REMARK ELECTRIC),TWO WHEELER,6
2024,WUXI TENGHUI (IMPORTER: SEEKA E MOTORS),TWO WHEELER,254
2024,WUXI TENGHUI INTERNATIONAL (IMPORTER: FEZORA),TWO WHEELER,20
2024,WUXI TENGHUI INTERNATIONAL (IMPORTER: FRANKLIN EV),TWO WHEELER,13
2024,WUXI TOURWE (IMPORTER: GOREEN E-MOBILITY),TWO WHEELER,339
2024,WUXI YIZHILING (IMPORTER: HOMFEEL VEGH),TWO WHEELER,40
2024,XIDAA MOTO PVT LTD,TWO WHEELER,1
2024,YADEA TECHNOLOGY (IMPORTER: YULU BIKES),TWO WHEELER,11
2024,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),TWO WHEELER,1
2024,YANGGUANG LINGMU (IMPORTER: ECOINDIA),TWO WHEELER,1
2024,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),TWO WHEELER,119
2024,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),TWO WHEELER,13
2024,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),TWO WHEELER,13
2024,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),TWO WHEELER,178
2024,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),TWO WHEELER,266
2024,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),TWO WHEELER,26
2024,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),TWO WHEELER,77
2024,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),TWO WHEELER,46
2024,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),TWO WHEELER,127
2024,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),TWO WHEELER,15
2024,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),TWO WHEELER,72
2024,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),TWO WHEELER,19
2024,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),TWO WHEELER,69
2024,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),TWO WHEELER,8
2024,ZELIO AUTO PVT LTD,TWO WHEELER,24
2024,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),TWO WHEELER,31
2024,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),TWO WHEELER,135
2024,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),TWO WHEELER,16
2024,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),TWO WHEELER,38
2024,ZHEJIANG QIANJIANG (IMPORTER: ADISHWAR AUTO),TWO WHEELER,240
2024,ZHEJIANG TIANYING (IMPORTER: NEWTRON ELECTRIC),TWO WHEELER,7
2024,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),TWO WHEELER,124
2024,ZHONGXING (IMPORTER:GREENO AUTOMOBILE),TWO WHEELER,9
2024,3EV INDUSTRIES PVT LTD,THREE WHEELER,70
2024,3S INDUSTRIES PRIVATE LIMITED,THREE WHEELER,1274
2024,AADHYA ENTERPRISES,THREE WHEELER,571
2024,AADITYA GARBAGE PRODUCTS PVT LTD,THREE WHEELER,5
2024,AAHANA COMMERCE PVT LTD,THREE WHEELER,2912
2024,AAKK AUTO PVT LTD,THREE WHEELER,60
2024,AARGEE ELECTRIC,THREE WHEELER,10
2024,AARON INDUSTRIES,THREE WHEELER,27
2024,ACCRETION POWER AUTOS,THREE WHEELER,502
2024,ADAPT MOTORS PVT LTD,THREE WHEELER,1
2024,ADIDEV TECHNOA PVT LTD,THREE WHEELER,1687
2024,ADITYA SAI INDUSTRIES,THREE WHEELER,204
2024,ADM TECHNOLOGIES PVT. LTD.,THREE WHEELER,305
2024,AERODRIVE PVT LTD,THREE WHEELER,12
2024,AFKON AUTOMOTIVES PVT LTD,THREE WHEELER,165
2024,AGRAWAL RENEWABLE ENERGY PVT LTD,THREE WHEELER,3
2024,AJAY MOTORS PRIVATE LIMITED,THREE WHEELER,195
2024,A.J ENTERPRISES,THREE WHEELER,166
2024,AKG INTERNATIONAL,THREE WHEELER,1837
2024,A K GUPTA & CO.,THREE WHEELER,685
2024,ALBEDO VISION PVT LTD,THREE WHEELER,6
2024,ALIED E MOBILITY PVT LTD,THREE WHEELER,71
2024,ALLENTTI MOTORS PVT LTD,THREE WHEELER,265
2024,ALLFINE INDUSTRIES PVT LTD,THREE WHEELER,9290
2024,ALTIER ELECTRIC VEHICLES PVT LTD,THREE WHEELER,2926
2024,ALTIGREEN PROPULSION LABS PVT LTD,THREE WHEELER,1084
2024,ALTIUS TECHNOLOGIES,THREE WHEELER,11
2024,ALVI AUTO,THREE WHEELER,14
2024,AMAN AUTOMOBILES,THREE WHEELER,74
2024,AMAN ELECTRIC VEHICLES,THREE WHEELER,532
2024,AMBIKA ENTERPRISES,THREE WHEELER,117
2024,AMBIKA INDUSTRIES,THREE WHEELER,1880
2024,AMIR KHAN SAIFI STEEL WORKS,THREE WHEELER,21
2024,ANJALI AUTO COMPONENTS,THREE WHEELER,60
2024,ANJALI TRADERS,THREE WHEELER,107
2024,ANOOP CYLINDERS PVT LTD,THREE WHEELER,9
2024,APARNA INDUSTRIES,THREE WHEELER,37
2024,A P I MOTORS PVT LTD,THREE WHEELER,598
2024,APM AUTO SALES,THREE WHEELER,675
2024,APSARA ENTERPRISE,THREE WHEELER,1551
2024,ARCHIT ENTERPRISES,THREE WHEELER,1333
2024,ARD EXIM,THREE WHEELER,41
2024,ARIHANT ENTERPRISES,THREE WHEELER,1
2024,A.R. MOTOR,THREE WHEELER,462
2024,ARNA ELECTRIC AUTO PVT LTD,THREE WHEELER,86
2024,ARROW AUTOMOTIVE,THREE WHEELER,3433
2024,ARYAN INDUSTRIES,THREE WHEELER,3
2024,ASAV AUTOMOTIVE PVT LTD,THREE WHEELER,7
2024,ASHA IMPEX,THREE WHEELER,251
2024,ASHLESHA POWER CONTROLS PVT LTD,THREE WHEELER,3
2024,ASHMA-MOTORS PVT LTD,THREE WHEELER,1389
2024,ASHWA ELECTRIC,THREE WHEELER,1
2024,ATTOLENT AUTO GROUP PVT LTD,THREE WHEELER,631
2024,ATUL AUTO LTD,THREE WHEELER,27080
2024,ATUL GREENTECH PRIVATE LIMITED,THREE WHEELER,765
2024,ATUT SANGAM,THREE WHEELER,2490
2024,AUTOECO GREEN ENERGY PVT LTD,THREE WHEELER,855
2024,AUTOHAUS PRIVATE LIMITED,THREE WHEELER,3
2024,AUTOLITE (INDIA) LIMITED,THREE WHEELER,1
2024,A.V.AUTOMOTIVES PVT LTD,THREE WHEELER,1512
2024,AVL ELECTRIC VEHICLES PVT LTD,THREE WHEELER,3462
2024,AVON CYCLES LTD,THREE WHEELER,640
2024,B24 ROKET EV,THREE WHEELER,1207
2024,BABA E-VEHICLES,THREE WHEELER,785
2024,BADSHAH ENTERPRISES,THREE WHEELER,23
2024,BAGHWAN RIKSHAW UDYOG,THREE WHEELER,47
2024,BAJAJ AUTO LTD,THREE WHEELER,438903
2024,BAJAJ IMPLEMENTS PVT. LTD,THREE WHEELER,869
2024,BALAJI TRADING COMPANY,THREE WHEELER,125
2024,BALAN ENGINEERING PVT LTD,THREE WHEELER,127
2024,BAL GOPAL WHEELS PVT LTD,THREE WHEELER,132
2024,BALI AUTO INDUSTRIES,THREE WHEELER,265
2024,BAXY LTD,THREE WHEELER,4884
2024,BEENA DEVI & SONS INDUSTRIES PVT LTD,THREE WHEELER,1
2024,BENTINCK INDUSTRIES PVT. LTD.,THREE WHEELER,232
2024,BEST WAY AGENCIES PVT LTD,THREE WHEELER,6076
2024,BESTWAY BANARASH,THREE WHEELER,11
2024,BHADAURIA ENTERPRISES,THREE WHEELER,109
2024,BHAVE ELECTRIC VEHICLES PVT LTD,THREE WHEELER,2449
2024,BHM INDUSTRIES,THREE WHEELER,2530
2024,BIG BULL TRADER PVT LTD,THREE WHEELER,3031
2024,BIJNOR ENTERPRISES,THREE WHEELER,32
2024,BOSS ENTERPRISES,THREE WHEELER,43
2024,BRIGHT AUTOZONE PVT LTD,THREE WHEELER,3006
2024,BRIGHT METAL WORKS,THREE WHEELER,1
2024,BRIGHT SAFAR,THREE WHEELER,26
2024,BSERAIL ENGINEERING PVT LTD,THREE WHEELER,85
2024,CAPCO INDUSTRIES PVT LTD,THREE WHEELER,38
2024,CAPITAL AUTO INDUSTRIES,THREE WHEELER,1766
2024,CARREE YUNUS VEHICLE PVT LTD,THREE WHEELER,62
2024,CART INDIA,THREE WHEELER,440
2024,CEEON INDIA,THREE WHEELER,590
2024,CELLETRON MOTOR WORKS,THREE WHEELER,172
2024,CG & BROTHER CO,THREE WHEELER,10
2024,CHAMPION POLY PLAST,THREE WHEELER,11200
2024,CHANDAKE-AUTOMOBILES LLP,THREE WHEELER,145
2024,CHAUHAN AUTO INDUSTRIES,THREE WHEELER,603
2024,CHEHAK BATTERIES,THREE WHEELER,386
2024,CITADEL ENTERPRISES(OPC) PVT LTD,THREE WHEELER,12
2024,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,THREE WHEELER,552
2024,CLENERGY INNOVATIONS PVT LTD,THREE WHEELER,4
2024,C M OVERSEAS,THREE WHEELER,28
2024,CONTINENTAL ENGINES PVT LTD,THREE WHEELER,744
2024,COVAI GREEN RIDE,THREE WHEELER,4
2024,CYRUS AUTO INDUSTRIES PVT LTD,THREE WHEELER,47
2024,DAKSH INDUSTRIES,THREE WHEELER,7141
2024,DASHMESH TRADERS,THREE WHEELER,149
2024,DAVE EXIM PVT LTD,THREE WHEELER,227
2024,DEBU AUTOMOBILES,THREE WHEELER,9
2024,DEEP DRAWN TECHNOLOGIES,THREE WHEELER,30
2024,DE EUSI MOTORS PVT LTD.,THREE WHEELER,1978
2024,DELTA AUTOCORP LTD,THREE WHEELER,1874
2024,DELTEK ENTERPRISES PVT LTD,THREE WHEELER,31
2024,DEVAM ELECTRIC VEHICLES PVT LTD,THREE WHEELER,149
2024,DEVCHHAYA MOTORS,THREE WHEELER,4
2024,DEV MOTORS,THREE WHEELER,1095
2024,DHAR IN PVT LTD,THREE WHEELER,101
2024,DHAR INTERNATIONAL,THREE WHEELER,29
2024,DHARMPAL ENTERPRISES,THREE WHEELER,3
2024,DHRITI ENTERPRISES,THREE WHEELER,124
2024,DIAMOND E VEHICLES,THREE WHEELER,450
