year,maker,vehicle_category,total
2021,MAHINDRA & MAHINDRA LIMITED,FOUR WHEELER,11942
2021,MAN TRUCKS INDIA PVT LTD,FOUR WHEELER,1
2021,MARUTI SUZUKI INDIA LTD,FOUR WHEELER,16482
2021,MERCEDES BENZ INDIA PVT LTD,FOUR WHEELER,395
2021,MG MOTOR INDIA PVT LTD,FOUR WHEELER,312
2021,MITSUBISHI MOTORS CORPORATION,FOUR WHEELER,3
2021,NISSAN MOTOR INDIA PVT LTD,FOUR WHEELER,33
2021,OKINAWA AUTOTECH PVT LTD,FOUR WHEELER,1
2021,OTHERS,FOUR WHEELER,1184
2021,PEUGEOT,FOUR WHEELER,1
2021,PIAGGIO VEHICLES PVT LTD,FOUR WHEELER,1
2021,POORS,FOUR WHEELER,1
2021,PORSCHE AG,FOUR WHEELER,11
2021,PORSCHE INDIA PVT LTD,FOUR WHEELER,1
2021,RENAULT INDIA PVT LTD,FOUR WHEELER,354
2021,SAILOR MOTORS PVT LTD,FOUR WHEELER,1
2021,SANSAR INDUSTRIES,FOUR WHEELER,1
2021,SKODA AUTO AS,FOUR WHEELER,96
2021,SKODA AUTO INDIA PVT LTD,FOUR WHEELER,523
2021,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,FOUR WHEELER,39322
2021,SML ISUZU LTD,FOUR WHEELER,12
2021,SMV,FOUR WHEELER,240
2021,SUNGLOW FAB LLP,FOUR WHEELER,1
2021,TATA MOTORS LTD,FOUR WHEELER,298922
2021,TATA MOTORS PASSENGER VEHICLES LTD,FOUR WHEELER,4
2021,TELCO LTD,FOUR WHEELER,2
2021,TELSA INC,FOUR WHEELER,1```
2021,TOYOTA KIRLOSKAR MOTOR PVT LTD,FOUR WHEELER,114566
2021,TOYOTA MATERIAL HANDLING INDIA PVT LTD,FOUR WHEELER,1
2021,TVS MOTOR COMPANY LTD,FOUR WHEELER,118
2021,VARANI RAJ ESTATE MANAGEMENT,FOUR WHEELER,1
2021,VE COMMERCIAL VEHICLES LTD,FOUR WHEELER,14
2021,VINTAGE VEHICLES,FOUR WHEELER,136
2021,VOLKSWAGEN AG,FOUR WHEELER,1385
2021,VOLKSWAGEN INDIA PVT LTD,FOUR WHEELER,355
2021,VOLTAS LIMITED,FOUR WHEELER,1
2021,VOLVO AUTO INDIA PVT LTD,FOUR WHEELER,1342
2021,WILLYS INDIA LTD,FOUR WHEELER,3
