year,maker,vehicle_category,total,,
2023,EXTREME MOTORS,THREE WHEELER,218,,
2023,FEDE INDUSTRIES PVT LTD,THREE WHEELER,900,,
2023,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,THREE WHEELER,546,,
2023,FITWEL MOBILITY PVT LTD,THREE WHEELER,17,,
2023,FIVE ELEMENTS,THREE WHEELER,120,,
2023,FORCE MOTORS LIMITED,THREE WHEELER,3,,
2023,GAGAN AUTOMOTIVES,THREE WHEELER,383,,
2023,GALVANIC AUTO PVT LTD,THREE WHEELER,188,,
2023,GAURI AUTO INDIA PVT. LTD,THREE WHEELER,1,,
2023,GAYATRI ELECTRIC VEHICLES PVT LTD,THREE WHEELER,2,950,
2023,G & G AUTOMOTIVE,THREE WHEELER,1,430,
2023,GILL AGROTECH,THREE WHEELER,1,,
2023,G.K E-VEHICLS INDUSTRIES PVT LTD,THREE WHEELER,74,,
2023,GKON ELECTRIC MOTOR VEHICLES PVT LTD,THREE WHEELER,709,,
2023,G.K. RICKSHAW PVT LTD,THREE WHEELER,5,514,
2023,G. M. VEHICLE INDUSTRIES,THREE WHEELER,3,,
2023,GOBIND INDUSTRIES PVT LTD,THREE WHEELER,5,,
2023,GODAWARI ELECTRIC MOTORS PVT LTD,THREE WHEELER,145,,
2023,GODAWARI TECHNO SOLUTIONS PVT LTD,THREE WHEELER,74,,
2023,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,THREE WHEELER,462,,
2023,GOLD HOFER,THREE WHEELER,1,,
2023,GOPAL AUTO MOTORS PVT LTD,THREE WHEELER,1,494,
2023,GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,THREE WHEELER,136,,
2023,GRD MOTORS,THREE WHEELER,3,411,
2023,GREENETICS INDUSTRIES PVT LTD,THREE WHEELER,116,,
2023,GREEN EVOLVE PVT LTD,THREE WHEELER,42,,
2023,GREENFIT INDUSTRIES LLP,THREE WHEELER,4,,
2023,GREEN IMPEX,THREE WHEELER,442,,
2023,GREEN SHUTTLE TECHNOLOGY PVT LTD,THREE WHEELER,28,,
2023,GREEN STAR MOTORS,THREE WHEELER,345,,
2023,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,THREE WHEELER,46,,
2023,GREENTECH AUTO LLP,THREE WHEELER,1,,
2023,GREEN TECHNOLOGIES,THREE WHEELER,221,,
2023,GREEN VALLEY MOTORS,THREE WHEELER,11,,
2023,GREEN WAY ECO RIDE,THREE WHEELER,3,,
2023,GREENWHEELS AUTOMOBILE PVT LTD,THREE WHEELER,872,,
2023,GRINDIA G MOTORS PVT LTD,THREE WHEELER,3,,
2023,GURU JI WHEELS,THREE WHEELER,64,,
2023,GURUKIRPA INDUSTRIES,THREE WHEELER,37,,
2023,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,THREE WHEELER,11,,
2023,HANUMAN UDYOG,THREE WHEELER,8,,
2023,HARSH TRADING CO,THREE WHEELER,34,,
2023,HARSHVIE INDUSTRIES PVT LTD,THREE WHEELER,2,,
2023,HBSS E MOBILITY PVT LTD,THREE WHEELER,8,,
2023,HIM TEKNOFORGE LTD,THREE WHEELER,624,,
2023,HINDUSTAN MOTOR CORPORATION,THREE WHEELER,1368,,
2023,HI-TECH INDUSTRIES,THREE WHEELER,122,,
2023,HITECH MECHANICAL WORKS,THREE WHEELER,12,,
2023,HOOGHLY MOTORS PVT LTD,THREE WHEELER,3741,,
2023,HOP MOTORS PVT LTD,THREE WHEELER,785,,
2023,HOTAGE INDIA,THREE WHEELER,12839,,
2023,HOVEL CYLINDER PVT LTD,THREE WHEELER,62,,
2023,HUNDA EV PVT LTD,THREE WHEELER,125,,
2023,HUNDAL INDUSTRIES,THREE WHEELER,1011,,
2023,HYKON INDIA LTD,THREE WHEELER,91,,
2023,INDIAN MOTORS,THREE WHEELER,2035,,
2023,INDIA SAFE ENTERPRISE,THREE WHEELER,276,,
2023,INVVIGORS INDIA,THREE WHEELER,96,,
2023,ISUKII GREENS PVT LTD,THREE WHEELER,65,,
2023,JADE KOREA SPINE LIFE,THREE WHEELER,113,,
2023,JAIDKA POWER SYSTEMS PVT LTD,THREE WHEELER,163,,
2023,JAIN POWER CORP,THREE WHEELER,143,,
2023,JAISIK BUSINESS LINKS PVT LTD,THREE WHEELER,600,,
2023,JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,THREE WHEELER,193,,
2023,JAJODIA COMMODITIES PVT LTD,THREE WHEELER,950,,
2023,JAL ENTERPRISES,THREE WHEELER,38,,
2023,JAYDEV ENTERPRISE,THREE WHEELER,6,,
2023,JESSUN TECHNO PVT LTD,THREE WHEELER,209,,
2023,JIANGSU JINPENG (IMPORTER: KKL HITECH EV),THREE WHEELER,10,,
2023,JITENDRA NEW EV-TECH PVT. LTD,THREE WHEELER,34,,
2023,JITENDRA TEMPO PARTS,THREE WHEELER,740,,
2023,JMT VEHICLES PVT LTD,THREE WHEELER,1077,,
2023,JOYRAM STEEL FABRICATION WORKS,THREE WHEELER,14,,
2023,J P AUTO TECH,THREE WHEELER,80,,
2023,J. S. AUTO (P) LTD,THREE WHEELER,12303,,
2023,J S MOBILEON PVT LTD,THREE WHEELER,7,,
2023,JS MOBILEON PVT LTD,THREE WHEELER,950,,
2023,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,THREE WHEELER,479,,
2023,KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,THREE WHEELER,8,,
2023,KALIKA VAHAN PVT LTD,THREE WHEELER,2,,
2023,KALINGA VENTURES INDIA PVT LTD,THREE WHEELER,139,,
2023,KALPVRIKSH ELECTOMOBILES CO,THREE WHEELER,288,,
2023,KAMAZ INDUSTRIES,THREE WHEELER,122,,
2023,KAPTECH INDIA PVT LTD,THREE WHEELER,1846,,
2023,KCAS ELECTRIC VEHICLES PVT LTD,THREE WHEELER,197,,
2023,KERALA AUTOMOBILES LIMITED,THREE WHEELER,74,,
2023,KETO MOTORS PVT LTD,THREE WHEELER,224,,
2023,KGN,THREE WHEELER,339,,
2023,KGN INDUSTRIES,THREE WHEELER,405,,
2023,KHALSA AGRO INDUSTRIES,THREE WHEELER,3,,
2023,KHALSAE-VEHICLES PVT LTD,THREE WHEELER,8478,,
2023,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,THREE WHEELER,4648,,
2023,KINETIC GREEN ENERGY P SOL LTD,THREE WHEELER,58,,
2023,KIRAN AUTOMOBILE INDUSTRY,THREE WHEELER,81,,
2023,KIRTI SOLAR LTD,THREE WHEELER,19,,
2023,KLB KOMAKI PVT LTD,THREE WHEELER,4,,
2023,KPT INDUSTRIES LTD,THREE WHEELER,11,,
2023,KPT MOTORS,THREE WHEELER,81,,
2023,KRISHNA ENGINEERING WORKS,THREE WHEELER,904,,
2023,KRISHNA INDUSTRIES,THREE WHEELER,5,,
2023,KRISHNA VEHICALS,THREE WHEELER,335,,
2023,K T ENTERPRISES,THREE WHEELER,156,,
2023,KUKU AUTOMOTIVES,THREE WHEELER,569,,
2023,KUMARAN ENGINEERING ENTERPRISES,THREE WHEELER,244,,
2023,KUMAR ENGINEERING,THREE WHEELER,2469,,
2023,K. V. INDUSTRIES,THREE WHEELER,38,,
2023,LAKSHMI AUTO TRADERS,THREE WHEELER,15,,
2023,LAKSHYA AUTO SALES CORPORATION,THREE WHEELER,240,,
2023,LAWAT MOTORS,THREE WHEELER,1,,
2023,LAWAT MOTORS LLP,THREE WHEELER,358,,
2023,LECTRIX E VEHICLES PVT LTD,THREE WHEELER,7288,,
2023,LEOPAN MOTORS PRIVATE LIMITED,THREE WHEELER,13,,
2023,LOCAL TRAILER MANUFACTURER,THREE WHEELER,11,,
2023,LOHIA AUTO INDUSTRIES,THREE WHEELER,1644,,
2023,LOHIA AUTO INDUSTRIES LTD.,THREE WHEELER,20,,
2023,LORDS VEHICLE MFG PVT LTD,THREE WHEELER,186,,
2023,LUCKY INDUSTRIES,THREE WHEELER,38,,
2023,MAA KALPANA ENTERPRISE,THREE WHEELER,153,,
2023,MAA SHAKTI EXIM PVT LTD,THREE WHEELER,2571,,
2023,MAC AUTO INDIA,THREE WHEELER,564,,
2023,MAHI ENTERPRISES,THREE WHEELER,60,,
2023,MAHINDRA ELECTRIC MOBILITY LIMITED,THREE WHEELER,4946,,
2023,MAHINDRA LAST MILE MOBILITY LTD,THREE WHEELER,13277,,
2023,MAHINDRA & MAHINDRA LIMITED,THREE WHEELER,46750,,
2023,MAHTAB BODY MAKER,THREE WHEELER,778,,
2023,MALAK TECHNO PVT LTD,THREE WHEELER,52,,
2023,MALI ENTERPRISES PVT LTD,THREE WHEELER,10,,
2023,MANIRAM ELECTRIC VEHICLE PVT LTD,THREE WHEELER,299,,
2023,MANISH EV INTERNATIONAL PRIVATE LIMITED,THREE WHEELER,433,,
2023,MANITA CITY MOTORS LLP,THREE WHEELER,1810,,
2023,MANMOHAN KAUR,THREE WHEELER,64,,
2023,MARINE NAVAIDS & SOLAR AUTO PVT LTD,THREE WHEELER,4,,
2023,MARKUS,THREE WHEELER,27,,
2023,MARUTI SUZUKI INDIA LTD,THREE WHEELER,1,,
2023,M G INDUSTRIES,THREE WHEELER,145,,
2023,MILLENNIAL MOTORS LLP,THREE WHEELER,7,,
2023,MINI METRO,THREE WHEELER,97,,
2023,MINI METRO EV L.L.P,THREE WHEELER,15960,,
2023,M K BROTHERS,THREE WHEELER,2,,
2023,M.K. ENTERPRISES,THREE WHEELER,1096,,
2023,MLR AUTO LTD,THREE WHEELER,1897,,
2023,MOHAN GENERAL TRADING COMPANY,THREE WHEELER,43,,
2023,MONDAL TRADING,THREE WHEELER,77,,
2023,MOVE STONE SERVICES PVT LTD,THREE WHEELER,2965,,
2023,M/S SHRIRAM AUTO TECH PVT LTD,THREE WHEELER,3635,,
2023,M/S VISHNU CLEAN ENERGY VEHICLES LLP,THREE WHEELER,7,,
2023,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,THREE WHEELER,4924,,
2023,NAMAH INDUSTRIES PVT LTD,THREE WHEELER,5,,
2023,NAND ELECTRIC MOTOR VEHICLE PVT LTD,THREE WHEELER,3,,
2023,NARAINDASS AND SONS,THREE WHEELER,4,,
2023,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,THREE WHEELER,667,,
2023,NEELAM CYCLE,THREE WHEELER,42,,
2023,NEUON MOTORS LLP,THREE WHEELER,45,,
2023,NEW ARCANA INDIA,THREE WHEELER,1253,,
2023,NEWTON INDIA INDUSTRIES PVT LTD,THREE WHEELER,5,,
2023,NGAGE WHEEL PVT LTD,THREE WHEELER,40,,
2023,NHD MOTORS,THREE WHEELER,326,,
2023,NIBE MOTORS PVT LTD,THREE WHEELER,19,,
2023,NIPUN SANYANTRA PVT LTD,THREE WHEELER,439,,
2023,NIRMAL UTILITY SERVICES PVT LTD,THREE WHEELER,22,,
2023,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,THREE WHEELER,2650,,
2023,OCULUS AUTO INDUSTRIES LLP,THREE WHEELER,2,,
2023,OGATA MOTORS INDIA PVT LTD,THREE WHEELER,157,,
2023,OKINAWA AUTOTECH PVT LTD,THREE WHEELER,1,,
2023,OK PLAY INDIA LTD,THREE WHEELER,125,,
2023,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,THREE WHEELER,3302,,
2023,OM BALAJI AUTOMOBILES I P LTD,THREE WHEELER,9,,
2023,OMEGA SALES & AGRO INDUSTRIES,THREE WHEELER,283,,
2023,OMEGA SEIKI PVT LTD,THREE WHEELER,3578,,
2023,OM INDUSTRIES,THREE WHEELER,44,,
2023,OM RAJ AUTOTECH LLP,THREE WHEELER,1203,,
2023,OTHERS,THREE WHEELER,3826,,
2023,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,THREE WHEELER,11,,
2023,PACE AGRO PRIVATE LIMITED,THREE WHEELER,41,,
2023,PANTHER ELECTRIC VEHICLES,THREE WHEELER,77,,
2023,PARAS INDUSTRIES,THREE WHEELER,3246,,
2023,PARI E-VEHICLES,THREE WHEELER,572,,
2023,PARI METRO E RICKSHAW,THREE WHEELER,904,,
2023,PARVEEN AUTO,THREE WHEELER,65,,
2023,PATS MOTOR CORP,THREE WHEELER,21,,
2023,PIAGGIO VEHICLES PVT LTD,THREE WHEELER,90519,,
2023,PLAUDIT TECHNO INDIA PVT LTD,THREE WHEELER,18,,
2023,POOSHPAK AUTOMOBILES PVT LTD,THREE WHEELER,65,,
2023,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,THREE WHEELER,101,,
2023,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,THREE WHEELER,8,,
2023,PRAG MOTORS,THREE WHEELER,206,,
2023,PRAGYA AUTOMOBILE PVT LTD,THREE WHEELER,33,,
2023,PRAJJWAL MAHAJAN TRADERS,THREE WHEELER,13,,
2023,PRAKASH ENTERPRISES,THREE WHEELER,65,,
2023,PRESTANTIA CREATIONS PVT LTD,THREE WHEELER,6,,
2023,PRIDE E-MOTORS,THREE WHEELER,500,,
2023,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,THREE WHEELER,40,,
2023,PUBANG ETRON ELECTRIC MOTOR PVT LTD,THREE WHEELER,16,,
2023,PUNJAB BODY BUILDERS,THREE WHEELER,22,,
2023,PURVA UDYOG PVT LTD,THREE WHEELER,23,,
2023,PYTHOX MOTORS PVT LTD,THREE WHEELER,338,,
2023,R3 ENTERPRISES,THREE WHEELER,501,,
2023,RACCOON MOTORS PVT LTD,THREE WHEELER,18,,
2023,RAHUL AGRO EXPORTS PVT LTD,THREE WHEELER,124,,
2023,RAJA ARTS HITECH ENGINEERING,THREE WHEELER,1,,
2023,RAJ AUTOMOTIVE,THREE WHEELER,98,,
2023,RAJESH STEEL AND WIRE INDUSTRIES,THREE WHEELER,8,,
2023,RAMA INDUSTRIES,THREE WHEELER,4,,
2023,RAMON INDUSTRIES,THREE WHEELER,114,,
2023,RANA ENGINEER WORKS,THREE WHEELER,575,,
2023,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,THREE WHEELER,152,,
2023,RASIWASIA RASAYAN PVT LTD,THREE WHEELER,2,,
2023,RAVI METAL WORKS,THREE WHEELER,20,,
2023,RAYON ENGINEERS,THREE WHEELER,1176,,
2023,RCJ AUTO FORGE PVT LTD,THREE WHEELER,609,,
2023,RD AND CO,THREE WHEELER,1,,
2023,REEP INDUSTRIES PVT LTD,THREE WHEELER,1080,,
2023,REFLEX CONTROL SYSTEM PVT .LTD,THREE WHEELER,96,,
2023,REPUBLIC MOTORS,THREE WHEELER,237,,
2023,RIBAND ELECTRIC PVT LTD,THREE WHEELER,496,,
2023,RIYA ENTERPRISE,THREE WHEELER,31,,
2023,ROANSOME MOTORS,THREE WHEELER,4,,
2023,ROARLEO MOTOR PVT LTD,THREE WHEELER,338,,
2023,RP MOTORS,THREE WHEELER,32,,
2023,RSD SECURITY SOLUTIONS PVT LTD,THREE WHEELER,1,,
2023,RUTBA PRODUCT PVT LTD,THREE WHEELER,628,,
2023,SAERA ELECTRIC AUTO PVT LTD,THREE WHEELER,29325,,
2023,SAGAR FABRICATIONS,THREE WHEELER,10,,
2023,SAHNIANAND E VEHICLES PVT LTD,THREE WHEELER,5788,,
2023,SAINIK CYCLE MART,THREE WHEELER,36,,
2023,SAKSHAM TECH AUTOMOBILES,THREE WHEELER,175,,
2023,SAKSHAM TRADING COMPANY,THREE WHEELER,4,,
2023,SAMEER ENGINEERING,THREE WHEELER,5,,
2023,SAMRAT ELECTRIC VEHICLE,THREE WHEELER,677,,
2023,S AND J INDUSTRIES,THREE WHEELER,126,,
2023,SARAVANA ENGINEERING WORKS,THREE WHEELER,204,,
2023,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,THREE WHEELER,2831,,
2023,SAURYAA SHARYO CORPORATION,THREE WHEELER,2,,
2023,S B TRADERS,THREE WHEELER,29,,
2023,SCOOTERS INDIA LTD,THREE WHEELER,1,,
2023,SEALION AUTOMOBILE PVT LTD,THREE WHEELER,36,,
2023,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,THREE WHEELER,54,,
2023,SETH INDUSTRIAL CORPORATION,THREE WHEELER,911,,
2023,SF2 E VEHICLE PVT LTD,THREE WHEELER,49,,
2023,SGLLINE MOTORS PVT LTD,THREE WHEELER,31,,
2023,SHAILENDRA AUTOS PVT LTD,THREE WHEELER,40,,
2023,SHAKTI AUTO GREEN,THREE WHEELER,787,,
2023,SHALYA AUTO SALES PVT LTD,THREE WHEELER,617,,
2023,SHAMMI ELECTRONICS,THREE WHEELER,28,,
2023,SHIGAN EVOLTZ LTD,THREE WHEELER,431,,
2023,SHINE METAL UDYOG PVT LTD (UNIT- II),THREE WHEELER,110,,
2023,SHINME ELECTRICAL VEHICLE PVT LTD,THREE WHEELER,120,,
2023,SHIV OM INDIA,THREE WHEELER,197,,
2023,SHREE MARUTI NANDAN BUSINESSS (P) LTD,THREE WHEELER,307,,
2023,SHREYA ENGINEERS,THREE WHEELER,9,,
2023,SHRI BARSANA E-VEHICLES PVT LTD,THREE WHEELER,4086,,
2023,SHRI NAMO ELECTRIC AUTOMOTIVE,THREE WHEELER,645,,
2023,SHRIRAJ ELECTRIC VEHICLES,THREE WHEELER,2726,,
2023,SHRI RAM AUTO TECH PVT LTD,THREE WHEELER,3,,
2023,SHUBHAM MANUFACTURER,THREE WHEELER,6,,
2023,SINGHAL ENTERPRISES,THREE WHEELER,136,,
2023,SINGH AUTOMOBILES,THREE WHEELER,359,,
2023,SIRF INDIA VEHICLES PVT LTD,THREE WHEELER,27,,
2023,SITYOG ENGINEERING PVT LTD,THREE WHEELER,5,,
2023,SIWACH STEEL PVT LTD,THREE WHEELER,24,,
2023,SIX SENSES AUTOMOTIVE PVT LTD,THREE WHEELER,12,,
2023,SKS AUTOMOBILES (I) PVT LTD,THREE WHEELER,2,,
2023,SKS TRADE INDIA PVT LTD,THREE WHEELER,10081,,
2023,SKYRIDE AUTOMOTIVE,THREE WHEELER,40,,
2023,SKYY RIDER ELECTRIC PRIVATE LIMITED,THREE WHEELER,1,,
2023,SMART ELECTRO MOTORS,THREE WHEELER,47,,
2023,SMARTOMATIC VEHICLES PRIVATE LIMITED,THREE WHEELER,2,,
2023,SMITH MOTORS PVT LTD,THREE WHEELER,4,,
2023,SN SOLAR ENERGY,THREE WHEELER,187,,
2023,SONI E VEHICLE PVT LTD,THREE WHEELER,64,,
2023,SPEED AUTO TECH,THREE WHEELER,87,,
2023,SPEEDWAYS ELECTRIC,THREE WHEELER,5,,
2023,SPEEGO VEHICLES CO PVT LTD,THREE WHEELER,4770,,
2023,SPEEGO VEHICLES PVT. LTD,THREE WHEELER,12,,
2023,SRD RENEWABLES,THREE WHEELER,2121,,
2023,SSB INDISTRIES,THREE WHEELER,2248,,
2023,SSEV ENTERPRISES PRIVATE LIMITED,THREE WHEELER,767,,
2023,S S GLOBAL,THREE WHEELER,6,,
2023,STAR BULL E MOTORS,THREE WHEELER,2077,,
2023,STAR IGLOBAL AUTOMOTIVE PVT LTD,THREE WHEELER,570,,
2023,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,THREE WHEELER,175,,
2023,SUMFONL AUTO TRADERS PVT LTD,THREE WHEELER,286,,
2023,SUNANDA GREENTECH PVT LTD,THREE WHEELER,11,,
2023,SUNARIYA MOTORS PVT LTD,THREE WHEELER,36,,
2023,SUNSET TRADE PVT LTD,THREE WHEELER,377,,
2023,SUNSHINE TECHNOLOGIES,THREE WHEELER,2,,
2023,SUNULTRA POWER SOLUTIONS PVT LTD,THREE WHEELER,142,,
2023,SUPERECO AUTOMOTIVE CO,THREE WHEELER,134,,
2023,SUPERECO AUTOMOTIVE CO LLP,THREE WHEELER,1,,
2023,SUPER METRO INDUSTRIES,THREE WHEELER,1198,,
2023,SUPER POWER MOTORS,THREE WHEELER,2,,
2023,SUPERTECH EV LIMITED,THREE WHEELER,2020,,
2023,SUPREME SMART POWER PVT LTD,THREE WHEELER,434,,
2023,SUPROVA ENTERPRISE,THREE WHEELER,4,,
2023,SURYA INTERNATIONAL,THREE WHEELER,16,,
2023,SVS ENTERPRISES,THREE WHEELER,84,,
2023,SWARNCHAKRA AUTOMOBILES PVT LTD,THREE WHEELER,5,,
2023,SYNDICATE AUTO COMPONENTS,THREE WHEELER,77,,
2023,TAO POWER PRIVATE LIMITED,THREE WHEELER,11,,
2023,TARA MAA MACHINERY,THREE WHEELER,26,,
2023,TAURUS ELECTRIC VEHICLES,THREE WHEELER,346,,
2023,TEJASGREEN AUTOMOTIVE PVT LTD,THREE WHEELER,1,,
2023,TERRA MOTORS INDIA PVT LTD,THREE WHEELER,8811,,
2023,THE COMMERCIAL MOTORS LIMITED,THREE WHEELER,58,,
2023,THE COMMERCIAL MOTORS PVT LTD,THREE WHEELER,8,,
2023,THUKRAL ELECTRIC BIKES PVT LTD,THREE WHEELER,7272,,
2023,TI CLEAN MOBILITY PVT LTD,THREE WHEELER,1273,,
2023,TOP TEAM MACHINES PVT LTD,THREE WHEELER,1743,,
2023,TRINITY ELECTRIC VEHICLES PVT LTD,THREE WHEELER,57,,
2023,TRISHIKA INDUSTRIES,THREE WHEELER,1361,,
2023,TRUPART AUTOMOTIVE INDIA PVT LTD,THREE WHEELER,10,,
2023,TRUZ INDUSTRIES,THREE WHEELER,3,,
2023,TSM ENGINEERING PVT LTD,THREE WHEELER,296,,
2023,TSR TRADE COM,THREE WHEELER,30,,
2023,TUFAN MOTORS PVT LTD,THREE WHEELER,987,,
2023,T U K INDUSTRIES,THREE WHEELER,2845,,
2023,TVS MOTOR COMPANY LTD,THREE WHEELER,17172,,
2023,TWASHTRE AUTOMOTIVE PVT LTD,THREE WHEELER,11,,
2023,TWINKLE TRADCOM PVT LTD,THREE WHEELER,1505,,
2023,TWO FRIENDS AUTO ELECTRIC PVT LTD,THREE WHEELER,3848,,
2023,UMA AUTO INDUSTRIES PVT. LTD,THREE WHEELER,137,,
2023,UMA MOTORS,THREE WHEELER,211,,
2023,UNIQUE AUTO ELECTRIC,THREE WHEELER,26,,
2023,UNIQUE ENTERPRISES,THREE WHEELER,3580,,
2023,UNIQUE INTERNATIONAL,THREE WHEELER,13571,,
2023,UNITED TRANSMOVERS PVT LTD,THREE WHEELER,272,,
2023,U P TELELINKS LIMITED,THREE WHEELER,3,,
2023,U.P. TELELINKS LIMITED,THREE WHEELER,2438,,
2023,URWASHI ENTERPRISES,THREE WHEELER,355,,
2023,VAHAK FUTURE SOLUTIONS LLP,THREE WHEELER,23,,
2023,VANI ELECTRIC VEHICLES PVT LTD,THREE WHEELER,7832,,
2023,VEANCO AUTOMOTIVES PVT LTD,THREE WHEELER,11,,
2023,VEECTERO E VEHICLES LLP,THREE WHEELER,171,,
2023,VENUS AUTO WHEELS PVT LTD,THREE WHEELER,574,,
2023,VICTORIA E VEHICLES PVT. LTD,THREE WHEELER,25,,
2023,VICTORY ELECTRIC INTERNATIONAL,THREE WHEELER,3320,,
2023,VIJAYA ELECTRIC AUTO PVT LTD,THREE WHEELER,256,,
2023,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,THREE WHEELER,4807,,
2023,VIJAYSHREE AUTOCOM LIMITED,THREE WHEELER,181,,
2023,A-1 SUREJA INDUSTRIES,FOUR WHEELER,1,,
2023,ADITYA ENTERPRISES,FOUR WHEELER,1,,
2023,AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,FOUR WHEELER,2,,
2023,ASHOK LEYLAND LTD,FOUR WHEELER,7,,
2023,ASTON MARTIN LAGONDA LTD,FOUR WHEELER,6,,
2023,AUDI AG,FOUR WHEELER,1387,,
2023,AUTOMOBILI LAMBORGHINI S.P.A,FOUR WHEELER,72,,
2023,BAJAJ AUTO LTD,FOUR WHEELER,50,,
2023,BENTLEY MOTORS LIMITED,FOUR WHEELER,61,,
2023,BMW INDIA PVT LTD,FOUR WHEELER,12455,,
2023,BYD INDIA PRIVATE LIMITED,FOUR WHEELER,1789,,
2023,CHEVROLET SALES INDIA PVT LTD,FOUR WHEELER,1,,
2023,CHRYSLER MOTORS PVT LTD,FOUR WHEELER,2,,
2023,CLASSIC LEGENDS PVT LTD,FOUR WHEELER,1,,
2023,DAIMLER AG,FOUR WHEELER,2,,
2023,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,FOUR WHEELER,1,,
2023,DODGE MOTORS,FOUR WHEELER,1,,
2023,FCA INDIA AUTOMOBILES PRIVATE LIMITED,FOUR WHEELER,7330,,
2023,FERRARI INDIA PRIVATE LIMITED,FOUR WHEELER,25,,
2023,FERRARI SPA,FOUR WHEELER,23,,
2023,FERRARI SPA (IMPORTER:SELECT CARS P LTD),FOUR WHEELER,1,,
2023,FORCE MOTORS LIMITED,FOUR WHEELER,1621,,
2023,FORD INDIA PVT LTD,FOUR WHEELER,45,,
2023,GAIA INTERNATIONAL (IMPORTER: NEW ENERGY WAGON),FOUR WHEELER,1,,
2023,GENERAL MOTORS INDIA PVT LTD,FOUR WHEELER,2,,
2023,HERO MOTOCORP LTD,FOUR WHEELER,5,,
2023,HINDUSTAN AGRO INDUSTRIES,FOUR WHEELER,6,,
2023,HINDUSTAN MOTOR CORPORATION,FOUR WHEELER,5,,
2023,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,FOUR WHEELER,5,,
2023,HONDA CARS INDIA LTD,FOUR WHEELER,74031,,
2023,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,FOUR WHEELER,3,,
2023,HOUSTAN INNOVATION LLP,FOUR WHEELER,1,,
2023,HUNDAL INDUSTRIES,FOUR WHEELER,2,,
2023,HYUNDAI MOTOR INDIA LTD,FOUR WHEELER,538923,,
2023,HYUNDAI MOTORS LTD, SOUTH KOREA,FOUR WHEELER,9,
2023,INDIA YAMAHA MOTOR PVT LTD,FOUR WHEELER,11,,
2023,INEOS AUTOMOTIVE LIMITED,FOUR WHEELER,1,,
2023,ISUZU MOTORS INDIA PVT LTD,FOUR WHEELER,928,,
2023,JAGUAR LAND ROVER INDIA LIMITED,FOUR WHEELER,3462,,
2023,JSW MG MOTOR INDIA PVT LTD,FOUR WHEELER,49420,,
2023,KIA INDIA PRIVATE LIMITED,FOUR WHEELER,224443,,
2023,KIA MOTORS CORPN,FOUR WHEELER,2,,
2023,LEXUS MOTORS LTD,FOUR WHEELER,2,,
2023,LOCAL TRAILER MANUFACTURER,FOUR WHEELER,1,,
2023,MADHUSUDAN ENG.WORKS,NIMAPADA,FOUR WHEELER,1,
2023,MAHINDRA DEFENCE SYSTEMS LTD,FOUR WHEELER,14,,
2023,MAHINDRA ELECTRIC MOBILITY LIMITED,FOUR WHEELER,1,,
2023,MAHINDRA LAST MILE MOBILITY LTD,FOUR WHEELER,1,,
2023,MAHINDRA & MAHINDRA LIMITED,FOUR WHEELER,379553,,
2023,MANDAL ENGINEERING WORKSHOP,FOUR WHEELER,1,,
2023,MARUTI INDUSTRIES,FOUR WHEELER,1,,
2023,MARUTI SUZUKI INDIA LTD,FOUR WHEELER,1420561,,
2023,MARUTI UDYOG LTD,FOUR WHEELER,295,,
2023,MASERATI S.P.A,FOUR WHEELER,19,,
2023,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),FOUR WHEELER,9,,
2023,MERCEDES -BENZ AG,FOUR WHEELER,1194,,
2023,MERCEDES-BENZ INDIA PVT LTD,FOUR WHEELER,14162,,
2023,MITSUBISHI MOTORS CORPORATION,FOUR WHEELER,2,,
2023,M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR,FOUR WHEELER,1,
2023,NISSAN MOTOR INDIA PVT LTD,FOUR WHEELER,27779,,
2023,OTHERS,FOUR WHEELER,1288,,
