year,maker,vehicle_category,total
2022,NEWTON INDIA INDUSTRIES PVT LTD,THREE WHEELER,9
2022,NGAGE WHEEL PVT LTD,THREE WHEELER,8
2022,NHD MOTORS,THREE WHEELER,289
2022,NIBE MOTORS PVT LTD,THREE WHEELER,19
2022,NIPUN SANYANTRA PVT LTD,THREE WHEELER,569
2022,NIRMAL UTILITY SERVICES PVT LTD,THREE WHEELER,77
2022,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,THREE WHEELER,1563
2022,OGATA MOTORS INDIA PVT LTD,THREE WHEELER,160
2022,OK PLAY INDIA LTD,THREE WHEELER,63
2022,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,THREE WHEELER,2930
2022,OM BALAJI AUTOMOBILES I P LTD,THREE WHEELER,16
2022,OMEGA SALES & AGRO INDUSTRIES,THREE WHEELER,102
2022,OMEGA SEIKI PVT LTD,THREE WHEELER,2785
2022,OM. INDUSTRIES,THREE WHEELER,1
2022,OM PACKAGING,THREE WHEELER,15
2022,OM RAJ AUTOTECH LLP,THREE WHEELER,1167
2022,OTHERS,THREE WHEELER,5160
2022,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,THREE WHEELER,23
2022,PACE AGRO PRIVATE LIMITED,THREE WHEELER,46
2022,PANTHER ELECTRIC VEHICLES,THREE WHEELER,66
2022,PARAS INDUSTRIES,THREE WHEELER,1120
2022,PARI E-VEHICLES,THREE WHEELER,484
2022,PARI METRO E RICKSHAW,THREE WHEELER,706
2022,PARVEEN AUTO,THREE WHEELER,1
2022,PASHUPATI VEHICLES PVT LTD,THREE WHEELER,1
2022,PATS MOTOR CORP,THREE WHEELER,24
2022,PIAGGIO VEHICLES PVT LTD,THREE WHEELER,61377
2022,PI BEAM,THREE WHEELER,8
2022,PIONEER TRADING CO,THREE WHEELER,76
2022,PKG MOTOR CO,THREE WHEELER,24
2022,POPULAR VEHICLE PVT LTD,THREE WHEELER,12
2022,POWERED ELECTRIC VEHICLES PVT LTD,THREE WHEELER,232
2022,PRASARANA PVT LTD,THREE WHEELER,39
2022,PRATIKSHA AUTOMOBILES,THREE WHEELER,1
2022,PRATIKSHA TRADING CO,THREE WHEELER,2
2022,PRINCE RICKSHAW,THREE WHEELER,82
2022,PROMISE MOTOR PVT LTD,THREE WHEELER,354
2022,PRUDENT E-MOTORS PVT LTD,THREE WHEELER,21
2022,PULSE AUTO,THREE WHEELER,2
2022,QUTE AUTOMOBILES,THREE WHEELER,1
2022,RAJ AUTO INDUSTRIES,THREE WHEELER,2
2022,RAJ MOTORS,THREE WHEELER,3
2022,RAJASTHAN MOTORS,THREE WHEELER,41
2022,RAJESH AGRO INDUSTRIES,THREE WHEELER,171
2022,RAJLAXMI AUTOPRODUCTS,THREE WHEELER,74
2022,RAJLAXMI INDUSTRIES,THREE WHEELER,6
2022,RAM ENTERPRISES,THREE WHEELER,44
2022,RAMKRISHNA INDUSTRIES,THREE WHEELER,125
2022,RAMS INTERNATIONAL,THREE WHEELER,15
2022,RATTAN ENGINEERING WORKS,THREE WHEELER,139
2022,RAVI AGRO INDUSTRIES,THREE WHEELER,31
2022,RELIABLE ENTERPRISES,THREE WHEELER,12
2022,RENEWABLE ENERGY PVT LTD,THREE WHEELER,20
2022,REVA ELECTRIC CAR CO. PVT LTD,THREE WHEELER,1
2022,REVA ENTERPRISES,THREE WHEELER,122
2022,REWA AUTOMOBILES,THREE WHEELER,3
2022,RICHIE RICH ENTERPRISES,THREE WHEELER,2
2022,RICHE RICH ENTERPRISES,THREE WHEELER,1
2022,RIDHAM AUTO,THREE WHEELER,3
2022,RIYA AUTOMOBILES,THREE WHEELER,2
2022,ROCKY MOTORS PVT LTD,THREE WHEELER,3
2022,ROYAL AUTOMOBILES,THREE WHEELER,3
2022,ROYAL ENGINEERING WORKS,THREE WHEELER,6
2022,RUBY MOTORS,THREE WHEELER,1
2022,RUSHIK ENTERPRISES,THREE WHEELER,130
2022,SABA ENTERPRISES,THREE WHEELER,3
2022,SABER MOTORS INDIA PVT LTD,THREE WHEELER,820
2022,SAI AUTO SALES,THREE WHEELER,11
2022,SAKSHI AUTOMOBILES PVT LTD,THREE WHEELER,260
2022,SANYUKTA MOTORS PVT LTD,THREE WHEELER,275
2022,SANYUKTA MOTORS (P) LTD,THREE WHEELER,47
2022,SANYUKTA (INDIA) PVT LTD,THREE WHEELER,142
2022,SARTHI,THREE WHEELER,266
2022,SATYAM ENTERPRISES,THREE WHEELER,1068
2022,SAWARI AUTO ENTERPRISES PVT LTD,THREE WHEELER,515
2022,SCORPIOS MOTOR PVT LTD,THREE WHEELER,118
2022,SHALIMAR STEEL INDUSTRIES,THREE WHEELER,12
2022,SHANTI MOTORS,THREE WHEELER,1
2022,SHARDUL AUTOMOTIVES,THREE WHEELER,256
2022,SHEEN AUTO,THREE WHEELER,231
2022,SHISHU MOTORS,THREE WHEELER,3
2022,SHREE AUTOMOTIVES,THREE WHEELER,140
2022,SHREE GANESH AUTO,THREE WHEELER,184
2022,SHREE MOTORS,THREE WHEELER,1
2022,SHREE SHAKTI E-VEHICLES PVT LTD,THREE WHEELER,1560
2022,SHREE SHAKTI ENGINEERING,THREE WHEELER,1
2022,SHRIJI AUTO INDUSTRIES,THREE WHEELER,1
2022,SHRI KRISHNA INDUSTRIES,THREE WHEELER,4
2022,SHRI SAI AUTOMOBILES,THREE WHEELER,3
2022,SHUBHAM TRADERS,THREE WHEELER,2
2022,SHV INDUSTRIES,THREE WHEELER,210
2022,SIETEL INDIA PVT LTD,THREE WHEELER,123
2022,SMART POWER,THREE WHEELER,224
2022,SOLO INDIA TRADING CO,THREE WHEELER,3
2022,SONALIKA INTERNATIONAL,THREE WHEELER,5
2022,SRI SAI INDUSTRIES,THREE WHEELER,2
2022,SRI SHYAM INDUSTRIES,THREE WHEELER,1
2022,SRIJAN ENTERPRISES,THREE WHEELER,5
2022,STAR INTERNATIONAL,THREE WHEELER,1
2022,STAR TRADING,THREE WHEELER,1
2022,SUGATO AUTO TRADERS,THREE WHEELER,1
2022,SULOCHANA TRADERS,THREE WHEELER,1
2022,SUN EV AUTO,THREE WHEELER,292
2022,SUZLON ENERGY LTD,THREE WHEELER,1
2022,TATA MOTORS LTD,THREE WHEELER,690
2022,TATA MOTORS,THREE WHEELER,1
2022,TATA MOTORS LIMITED,THREE WHEELER,39126
2022,TVS MOTORS,THREE WHEELER,1
2022,VICTORY ELECTRIC,THREE WHEELER,2
2022,VIKAS ENTERPRISES,THREE WHEELER,185
2022,VIKRAM AUTO INDUSTRIES,THREE WHEELER,1
2022,VIRAT MOTORS,THREE WHEELER,1
2022,V R AUTOMOBILES,THREE WHEELER,22
2022,V.R. TRADING CO.,THREE WHEELER,1
2022,WAEVE INTERNATIONAL,THREE WHEELER,1
2022,WAGHBAKHRI MOTORS PVT LTD,THREE WHEELER,1
2022,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,THREE WHEELER,4
2022,WEBER MOTORS PVT LTD,THREE WHEELER,38
2022,WHEELERS INDIA PVT LTD,THREE WHEELER,33
2022,WUXI SAIGE (IMPORTER: WARIVO MOTOR),THREE WHEELER,30
2022,Y C ELECTRIC VEHICLES PVT LTD,THREE WHEELER,7465
2022,Y D INDUSTRIES,THREE WHEELER,4
2022,YINGJIAO ELECTRIC (IMPORTER: WARIVO MOTOR),THREE WHEELER,1
2022,YUGANDHAR MOTORS,THREE WHEELER,244
2022,4G AUTOMOBILES,FOUR WHEELER,10
2022,A K CARS,FOUR WHEELER,1
2022,ADITYA MOTORS,FOUR WHEELER,1
2022,ADITYA MOTORS PRIVATE LIMITED,FOUR WHEELER,1
2022,ALBEDO VISION PVT LTD,FOUR WHEELER,11
2022,ALLFINE INDUSTRIES PVT LTD,FOUR WHEELER,1001
2022,ALPINE MOTORS,FOUR WHEELER,2
2022,AMBY AUTOMOBILES,FOUR WHEELER,3
2022,ANTA ELECTRIC AUTO PVT LTD,FOUR WHEELER,1
2022,ASHOK LEYLAND LTD,FOUR WHEELER,79155
2022,ASHOK LEYLAND PANTNAGAR,FOUR WHEELER,1
2022,A.T.V MOTORS PVT LTD,FOUR WHEELER,1
2022,AUDI INDIA PVT LTD,FOUR WHEELER,2459
2022,BAJAJ AUTO LTD,FOUR WHEELER,1
2022,BALAJI INDUSTRIAL AUTOMATIONS PVT LTD,FOUR WHEELER,300
2022,BMW INDIA PVT LTD,FOUR WHEELER,14341
2022,BUGATI AUTOMOBILES,FOUR WHEELER,2
2022,CHANDANA CORPORATION,FOUR WHEELER,1
2022,CHEVROLET SALES INDIA PVT LTD,FOUR WHEELER,4
2022,CITROEN INDIA PRIVATE LIMITED,FOUR WHEELER,5080
2022,COURIER MOTORS,FOUR WHEELER,1
2022,DEEPRATNA INDUSTRIES,FOUR WHEELER,6
2022,EICHER MOTORS LTD,FOUR WHEELER,2
2022,EKO-BAZAR PRIVATE LIMITED,FOUR WHEELER,3
2022,FCA INDIA AUTOMOBILES PVT LTD,FOUR WHEELER,6610
2022,FERRARI INDIA PVT LTD,FOUR WHEELER,2
2022,FORCE MOTORS LTD,FOUR WHEELER,10519
2022,FORD INDIA PVT LTD,FOUR WHEELER,197
2022,FOTON MOTOR CO LTD,FOUR WHEELER,1
2022,GLEAM AUTOS,FOUR WHEELER,1
2022,HARIDWAR MOTORS,FOUR WHEELER,1
2022,HAYABUSA MANUFACTURING INDIA PVT LTD,FOUR WHEELER,1
2022,HERO ELECTRIC VEHICLES PVT. LTD,FOUR WHEELER,1
2022,HERO MOTOCORP LTD,FOUR WHEELER,2
2022,HONDA CARS INDIA LTD,FOUR WHEELER,96180
2022,HYUNDAI MOTOR INDIA LTD,FOUR WHEELER,497793
2022,IIL,FOUR WHEELER,1
2022,INDIA YAMAHA MOTOR PVT LTD,FOUR WHEELER,1
2022,ISUZU MOTORS INDIA PVT LTD,FOUR WHEELER,2035
2022,IVECO S P A,FOUR WHEELER,1
2022,JAGUAR LANDROVER INDIA PVT LTD,FOUR WHEELER,1344
2022,JAYPEE GENERAL AGENCIES,FOUR WHEELER,2
2022,JINDAL MOTORS,FOUR WHEELER,1
2022,KAIZEN AUTOMOBILE,FOUR WHEELER,2
2022,LAMBORGHINI INDIA PVT LTD,FOUR WHEELER,42
2022,MAHINDRA & MAHINDRA LIMITED,FOUR WHEELER,256345
2022,MAHINDRA ELECTRIC MOBILITY LIMITED,FOUR WHEELER,2581
2022,MARUTI SUZUKI INDIA LTD,FOUR WHEELER,1648083
2022,MARUTI UDYOG LTD,FOUR WHEELER,2
2022,MERCEDES BENZ INDIA PVT LTD,FOUR WHEELER,12489
2022,MG MOTOR INDIA PVT LTD,FOUR WHEELER,39556
2022,MINI METRO EV L.L.P,FOUR WHEELER,1
2022,NISSAN MOTOR INDIA PVT LTD,FOUR WHEELER,22731
2022,OMA AUTOMOTIVES PVT LTD,FOUR WHEELER,1
2022,PEUGEOT MOTORS,FOUR WHEELER,1
2022,PIAGGIO VEHICLES PVT LTD,FOUR WHEELER,2
2022,POCHIRAJU INDUSTRIES,FOUR WHEELER,1
2022,PORSCHE INDIA PVT LTD,FOUR WHEELER,741
2022,RAIL COACH FACTORY,FOUR WHEELER,1
2022,RELIANCE INDUSTRIES LTD,FOUR WHEELER,1
2022,RENAULT INDIA PVT LTD,FOUR WHEELER,94626
2022,ROLLS ROYCE MOTOR CARS LIMITED,FOUR WHEELER,8
2022,SHREE CARS PVT. LTD,FOUR WHEELER,1
2022,SKODA AUTO AS,FOUR WHEELER,2
2022,SKODA AUTO INDIA PVT LTD,FOUR WHEELER,833
2022,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,FOUR WHEELER,80998
2022,SML ISUZU LTD,FOUR WHEELER,5
2022,SMV,FOUR WHEELER,48
2022,SUZUKI MOTORCYCLE INDIA PVT LTD,FOUR WHEELER,3
2022,SWARAJ AUTOMOTIVES LTD,FOUR WHEELER,1
2022,TATA MOTORS LTD,FOUR WHEELER,485669
2022,THE LEYLAND,FOUR WHEELER,2
2022,TOYOTA KIRLOSKAR MOTOR PVT LTD,FOUR WHEELER,143468
2022,TRIDENITE AUTO,FOUR WHEELER,1
2022,VOLKSWAGEN INDIA PVT LTD,FOUR WHEELER,42914
2022,VULCAN MOTORS,FOUR WHEELER,1
2022,VOLVO CARS INDIA PVT LTD,FOUR WHEELER,1439
2022,V.R.AUTOMOBILES,FOUR WHEELER,1
2022,ZYPP ELECTRIC PVT LTD,FOUR WHEELER,1
2022,ASHOK LEYLAND LTD,FOUR WHEELER,13
2022,AYAN MOTOR TRADING,FOUR WHEELER,2
2022,BAJAJ AUTO LTD,FOUR WHEELER,1
2022,BMW INDIA PVT LTD,FOUR WHEELER,1
2022,BUILTUP,FOUR WHEELER,3
2022,CARRIER MOTORS,FOUR WHEELER,1
2022,EASYGO MOTORS,FOUR WHEELER,1
2022,FORD INDIA PVT LTD,FOUR WHEELER,2
2022,FORCE MOTORS LTD,FOUR WHEELER,1
2022,HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),FOUR WHEELER,1
2022,HERO ELECTRIC VEHICLES PVT. LTD,FOUR WHEELER,1
2022,HERO MOTOCORP LTD,FOUR WHEELER,1
2022,HINDUSTAN MOTORS LTD,FOUR WHEELER,1
2022,HONDA CARS INDIA LTD,FOUR WHEELER,2
2022,HYUNDAI MOTOR INDIA LTD,FOUR WHEELER,2
2022,INDIA YAMAHA MOTOR PVT LTD,FOUR WHEELER,1
2022,JAGUAR LANDROVER INDIA PVT LTD,FOUR WHEELER,2
2022,MAHINDRA & MAHINDRA LIMITED,FOUR WHEELER,2
2022,MARUTI SUZUKI INDIA LTD,FOUR WHEELER,4
2022,MERCEDES BENZ INDIA PVT LTD,FOUR WHEELER,1
2022,OTHERS,FOUR WHEELER,1
2022,PIAGGIO VEHICLES PVT LTD,FOUR WHEELER,1
2022,RENAULT INDIA PVT LTD,FOUR WHEELER,1
2022,ROLLS ROYCE MOTOR CARS LIMITED,FOUR WHEELER,1
2022,SML ISUZU LTD,FOUR WHEELER,1
2022,TATA MOTORS LTD,FOUR WHEELER,5
2022,TVS MOTOR COMPANY LTD,FOUR WHEELER,1
2022,VOLVO CARS INDIA PVT LTD,FOUR WHEELER,1
2022,YAMAHA,FOUR WHEELER,1
2022,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),FOUR WHEELER,1
